nodes, equivalentError, interpolationError 
0.0, 3.5527136788e-16, 8.881784197e-16
0.0142857142857, 0.00199670116689, 1.04493510154e-05
0.0285714285714, 0.00201751177206, 1.45750006213e-05
0.0428571428571, 0.00166841136521, 1.03663124769e-05
0.0571428571429, 0.00124205240855, 3.63577641824e-06
0.0714285714286, 0.000810924117126, 1.21400278132e-06
0.0857142857143, 0.000395125070964, 2.41665471674e-06
0.1, 4.4408920985e-17, 1.7763568394e-16
