0, 0, 0.1, 0.2, 0.3, 0.4
3970.1, 20, 20, 20.0097, 21.1013, 37.0621 
202475, 55.1191, 56.7565, 61.5502, 69.1526, 79.0106 
400980, 78.3544, 79.1448, 81.4582, 85.1258, 89.8797 
599485, 89.5615, 89.9426, 91.0583, 92.827, 95.1195 
797990, 94.9661, 95.1499, 95.6879, 96.5408, 97.6464 
