position, error_equivalent_resistance, error_linear_interpolation
3.000000e-01, 1.023182e-12, 2.025000e+00
9.000000e-01, 1.023182e-12, 2.025000e+00
1.500000e+00, 9.663381e-13, 2.025000e+00
2.100000e+00, 8.526513e-13, 2.025000e+00
2.700000e+00, 8.526513e-13, 2.025000e+00
3.300000e+00, 8.526513e-13, 2.216893e-12
3.900000e+00, 8.526513e-13, 2.046363e-12
4.500000e+00, 9.094947e-13, 1.875833e-12
